substantiated,mos_age_incident,Officer_Female,Officer_Male,Officer_American Indian,Officer_Asian,Officer_Black,Officer_Hispanic,Officer_White,Captain,Deputy Inspector,Detective,Inspector,Lieutenant,Police Officer,Sergeant,processing_days,Abuse of Authority,Discourtesy,Force,Offensive Language,complainant_age_incident,complainant_Female,complainant_Gender non-conforming,complainant_Male,complainant_Not described,complainant_Transman (FTM),complainant_Transwoman (MTF),complainant_American Indian,complainant_Asian,complainant_Black,complainant_Hispanic,complainant_Other Race,complainant_Refused,complainant_Unknown,complainant_White
1,49,0,1,0,0,0,1,0,0,0,0,0,0,1,0,273,1,0,0,0,24.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,49,0,1,0,0,0,1,0,0,0,0,0,0,1,0,273,1,0,0,0,24.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,49,0,1,0,0,0,1,0,0,0,0,0,0,1,0,304,1,0,0,0,31.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1,49,0,1,0,0,0,1,0,0,0,0,0,0,1,0,304,1,0,0,0,36.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1,51,0,1,0,0,0,1,0,0,0,0,0,0,1,0,184,0,0,1,0,15.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,51,0,1,0,0,0,1,0,0,0,0,0,0,1,0,184,1,0,0,0,16.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,27,0,1,0,0,0,1,0,0,0,0,0,0,1,0,304,1,0,0,0,57.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,30,0,1,0,0,0,0,1,0,0,0,0,0,1,0,153,1,0,0,0,32.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,37,0,1,0,0,0,0,1,0,0,0,0,0,1,0,273,0,0,1,0,22.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1,49,0,1,0,0,0,0,1,0,0,0,0,0,0,1,273,1,0,0,0,58.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,25,0,1,0,0,0,0,1,0,0,0,0,0,1,0,212,0,0,1,0,39.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,25,0,1,0,0,0,0,1,0,0,0,0,0,1,0,212,0,0,1,0,39.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,25,0,1,0,0,0,0,1,0,0,0,0,0,1,0,150,1,0,0,0,36.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1,25,0,1,0,0,0,0,1,0,0,0,0,0,1,0,150,1,0,0,0,13.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,36,0,1,0,0,0,0,1,0,0,0,0,0,1,0,365,1,0,0,0,22.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,32,0,1,0,0,0,0,1,0,0,0,0,0,1,0,214,1,0,0,0,44.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,30,0,1,0,1,0,0,0,0,0,0,0,0,1,0,92,1,0,0,0,65.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0,24,0,1,0,0,0,0,1,0,0,0,0,0,1,0,212,0,0,1,0,25.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0,25,0,1,0,0,0,0,1,0,0,0,0,0,1,0,366,1,0,0,0,34.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0,31,0,1,0,0,0,0,1,0,0,0,0,0,0,1,457,1,0,0,0,32.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,31,0,1,0,0,0,0,1,0,0,0,0,0,0,1,334,1,0,0,0,23.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0,35,0,1,0,0,0,0,1,0,0,0,0,1,0,0,243,1,0,0,0,35.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,41,0,1,0,0,0,0,1,1,0,0,0,0,0,0,486,1,0,0,0,35.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0,38,0,1,0,0,1,0,0,0,0,1,0,0,0,0,215,0,0,1,0,53.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1,43,0,1,0,0,1,0,0,0,0,1,0,0,0,0,122,1,0,0,0,41.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,43,0,1,0,0,1,0,0,0,0,1,0,0,0,0,122,1,0,0,0,41.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,43,0,1,0,0,1,0,0,0,0,1,0,0,0,0,122,1,0,0,0,41.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,35,0,1,0,0,0,0,1,0,0,0,0,0,1,0,304,1,0,0,0,33.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,35,0,1,0,0,0,0,1,0,0,0,0,0,1,0,304,1,0,0,0,33.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,39,0,1,0,0,0,0,1,0,0,0,0,0,1,0,273,0,0,1,0,26.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,39,0,1,0,0,0,0,1,0,0,0,0,0,1,0,273,1,0,0,0,26.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,39,0,1,0,0,0,0,1,0,0,0,0,0,1,0,273,1,0,0,0,26.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,30,0,1,0,1,0,0,0,0,0,0,0,0,1,0,153,1,0,0,0,42.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1,51,0,1,0,0,1,0,0,0,0,0,0,0,1,0,92,1,0,0,0,65.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0,30,0,1,0,0,0,1,0,0,0,0,0,0,1,0,304,1,0,0,0,31.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,31,0,1,0,0,0,1,0,0,0,0,0,0,1,0,181,1,0,0,0,56.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0,34,0,1,0,0,0,1,0,0,0,0,0,0,1,0,396,1,0,0,0,41.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,35,0,1,0,0,0,1,0,0,0,0,0,0,1,0,273,1,0,0,0,46.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0,36,0,1,0,0,0,1,0,0,0,0,0,0,1,0,455,1,0,0,0,47.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,44,0,1,0,0,0,1,0,0,0,0,0,0,1,0,122,1,0,0,0,34.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1,44,0,1,0,0,0,1,0,0,0,0,0,0,1,0,122,1,0,0,0,34.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0,46,0,1,0,0,0,1,0,0,0,1,0,0,0,0,335,1,0,0,0,23.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0,35,0,1,0,0,0,1,0,0,0,0,0,0,1,0,273,1,0,0,0,46.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1,44,0,1,0,0,0,1,0,0,0,0,0,0,1,0,122,0,1,0,0,34.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0,27,0,1,0,0,0,0,1,0,0,0,0,0,1,0,274,1,0,0,0,19.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,28,0,1,0,0,0,0,1,0,0,0,0,0,1,0,335,1,0,0,0,36.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0,28,0,1,0,0,0,0,1,0,0,0,0,0,1,0,153,1,0,0,0,23.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,28,0,1,0,0,0,0,1,0,0,0,0,0,1,0,153,1,0,0,0,23.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,28,0,1,0,0,0,0,1,0,0,0,0,0,1,0,92,1,0,0,0,21.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,28,0,1,0,0,0,0,1,0,0,0,0,0,1,0,273,0,0,1,0,25.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,32,0,1,0,0,0,0,1,0,0,0,0,0,1,0,184,0,0,1,0,28.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,32,0,1,0,0,0,0,1,0,0,0,0,0,1,0,184,1,0,0,0,28.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,32,0,1,0,0,0,0,1,0,0,0,0,0,1,0,184,1,0,0,0,28.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,32,0,1,0,0,1,0,0,0,0,0,0,0,1,0,518,0,1,0,0,19.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,29,0,1,0,0,1,0,0,0,0,0,0,0,1,0,151,0,0,1,0,48.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0,30,0,1,0,0,1,0,0,0,0,0,0,0,1,0,276,0,0,1,0,21.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,30,0,1,0,0,1,0,0,0,0,0,0,0,1,0,274,0,0,1,0,28.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0,30,0,1,0,0,1,0,0,0,0,0,0,0,1,0,274,1,0,0,0,19.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,32,0,1,0,0,1,0,0,0,0,0,0,0,1,0,304,1,0,0,0,29.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,32,0,1,0,0,1,0,0,0,0,0,0,0,1,0,304,0,1,0,0,29.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,32,0,1,0,0,1,0,0,0,0,0,0,0,1,0,304,1,0,0,0,29.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,32,0,1,0,0,1,0,0,0,0,0,0,0,1,0,518,1,0,0,0,19.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,32,0,1,0,0,1,0,0,0,0,0,0,0,1,0,518,1,0,0,0,19.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,32,0,1,0,0,1,0,0,0,0,0,0,0,1,0,518,1,0,0,0,19.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,32,0,1,0,0,1,0,0,0,0,0,0,0,1,0,304,1,0,0,0,20.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,32,0,1,0,0,1,0,0,0,0,0,0,0,1,0,304,1,0,0,0,18.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,31,0,1,0,1,0,0,0,0,0,0,0,0,1,0,304,1,0,0,0,31.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,32,0,1,0,1,0,0,0,0,0,0,0,0,1,0,426,1,0,0,0,31.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,33,0,1,0,1,0,0,0,0,0,0,0,0,1,0,395,1,0,0,0,22.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0,28,0,1,0,0,1,0,0,0,0,0,0,0,0,1,150,0,0,1,0,39.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1,30,0,1,0,0,1,0,0,0,0,0,0,0,0,1,184,1,0,0,0,20.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1,30,0,1,0,0,1,0,0,0,0,0,0,0,0,1,547,1,0,0,0,57.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,31,0,1,0,0,1,0,0,0,0,0,0,0,0,1,303,0,1,0,0,38.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0,29,0,1,0,0,1,0,0,0,0,0,0,0,0,1,273,1,0,0,0,25.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,29,0,1,0,0,1,0,0,0,0,0,0,0,0,1,273,1,0,0,0,25.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,31,0,1,0,0,1,0,0,0,0,0,0,0,0,1,275,1,0,0,0,37.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,29,0,1,0,0,1,0,0,0,0,0,0,0,0,1,273,0,0,1,0,25.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,27,0,1,0,0,0,1,0,0,0,0,0,0,1,0,214,1,0,0,0,22.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,27,0,1,0,0,0,1,0,0,0,0,0,0,1,0,214,1,0,0,0,22.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,34,0,1,0,1,0,0,0,0,0,0,0,0,1,0,184,1,0,0,0,45.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,34,0,1,0,1,0,0,0,0,0,0,0,0,1,0,243,1,0,0,0,25.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,35,0,1,0,1,0,0,0,0,0,0,0,0,1,0,214,1,0,0,0,21.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1,26,0,1,0,0,0,1,0,0,0,0,0,0,1,0,334,1,0,0,0,46.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,26,0,1,0,0,0,1,0,0,0,0,0,0,1,0,334,1,0,0,0,46.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,27,0,1,0,0,0,0,1,0,0,0,0,0,1,0,304,1,0,0,0,30.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,35,1,0,0,0,1,0,0,0,0,0,0,0,1,0,91,1,0,0,0,22.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,27,0,1,0,0,0,0,1,0,0,0,0,0,1,0,457,0,0,1,0,35.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,35,0,1,0,0,0,0,1,0,0,0,0,0,0,1,335,0,0,1,0,23.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,37,0,1,0,0,0,0,1,0,0,0,0,0,0,1,213,1,0,0,0,35.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,37,0,1,0,0,0,0,1,0,0,0,0,0,0,1,213,1,0,0,0,35.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,37,0,1,0,0,0,0,1,0,0,0,0,0,0,1,213,1,0,0,0,35.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,41,0,1,0,0,1,0,0,0,0,0,0,0,1,0,184,1,0,0,0,39.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,41,0,1,0,0,1,0,0,0,0,0,0,0,1,0,184,1,0,0,0,39.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,41,0,1,0,0,1,0,0,0,0,0,0,0,1,0,608,1,0,0,0,24.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,50,0,1,0,0,1,0,0,0,0,0,0,0,1,0,396,0,1,0,0,27.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,24,1,0,0,0,0,0,1,0,0,0,0,0,1,0,91,1,0,0,0,22.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,25,0,1,0,0,0,0,1,0,0,0,0,0,1,0,184,0,0,1,0,21.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1,25,0,1,0,0,0,0,1,0,0,0,0,0,1,0,184,1,0,0,0,21.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0,26,0,1,0,0,0,0,1,0,0,0,0,0,1,0,213,1,0,0,0,36.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,26,0,1,0,0,0,0,1,0,0,0,0,0,1,0,213,1,0,0,0,36.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,28,0,1,0,0,0,0,1,0,0,0,0,0,0,1,212,0,0,1,0,17.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,29,0,1,0,0,0,0,1,0,0,0,0,0,0,1,458,0,0,1,0,29.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,37,0,1,0,0,0,0,1,1,0,0,0,0,0,0,396,1,0,0,0,29.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,26,0,1,0,0,0,0,1,0,0,0,0,0,1,0,213,1,0,0,0,36.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,40,0,1,0,0,0,0,1,0,0,0,0,0,1,0,304,1,0,0,0,36.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,40,0,1,0,0,0,0,1,0,0,0,0,0,1,0,304,1,0,0,0,30.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,26,0,1,0,0,0,0,1,0,0,0,0,0,1,0,335,0,0,1,0,27.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,33,0,1,0,0,0,0,1,0,0,0,0,0,1,0,214,1,0,0,0,20.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,37,0,1,0,0,0,0,1,0,0,0,0,0,1,0,182,1,0,0,0,20.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,37,0,1,0,0,0,0,1,0,0,0,0,0,1,0,182,0,0,1,0,20.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,37,0,1,0,0,0,0,1,0,0,0,0,0,1,0,182,1,0,0,0,77.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1,44,0,1,0,0,1,0,0,0,0,0,0,0,1,0,455,1,0,0,0,30.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1,33,0,1,0,0,1,0,0,0,0,0,0,0,1,0,120,1,0,0,0,34.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,33,0,1,0,0,1,0,0,0,0,0,0,0,1,0,120,1,0,0,0,34.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,33,0,1,0,0,1,0,0,0,0,0,0,0,1,0,184,1,0,0,0,53.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,34,0,1,0,0,1,0,0,0,0,0,0,0,1,0,123,1,0,0,0,44.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,37,0,1,0,0,1,0,0,0,0,0,0,0,0,1,304,1,0,0,0,30.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,36,0,1,0,0,1,0,0,0,0,0,0,0,1,0,244,1,0,0,0,28.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,36,0,1,0,0,1,0,0,0,0,0,0,0,1,0,244,1,0,0,0,28.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,36,0,1,0,0,1,0,0,0,0,0,0,0,1,0,244,1,0,0,0,28.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,36,0,1,0,0,1,0,0,0,0,0,0,0,1,0,274,1,0,0,0,47.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0,36,0,1,0,0,1,0,0,0,0,0,0,0,1,0,274,0,0,1,0,47.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0,38,0,1,0,0,1,0,0,0,0,0,0,0,1,0,305,1,0,0,0,55.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,39,0,1,0,0,1,0,0,0,0,0,0,0,1,0,518,1,0,0,0,55.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,39,0,1,0,0,1,0,0,0,0,0,0,0,1,0,518,1,0,0,0,55.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,41,0,1,0,0,1,0,0,0,0,0,0,0,1,0,335,0,0,1,0,32.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,26,0,1,0,0,0,0,1,0,0,0,0,0,1,0,304,1,0,0,0,30.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,31,0,1,0,0,0,0,1,0,0,0,0,0,0,1,153,0,0,1,0,40.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0,31,0,1,0,0,0,0,1,0,0,0,0,0,0,1,153,0,0,1,0,48.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,31,0,1,0,0,0,0,1,0,0,0,0,0,0,1,184,1,0,0,0,36.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0,32,0,1,0,0,0,0,1,0,0,0,0,0,0,1,518,1,0,0,0,19.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,32,0,1,0,0,0,0,1,0,0,0,0,0,0,1,518,1,0,0,0,19.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,32,0,1,0,0,0,0,1,0,0,0,0,0,0,1,304,0,0,1,0,18.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,32,0,1,0,0,0,0,1,0,0,0,0,0,0,1,304,0,0,1,0,18.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,32,0,1,0,0,0,0,1,0,0,0,0,0,0,1,304,0,0,1,0,20.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,32,0,1,0,0,0,0,1,0,0,0,0,0,0,1,214,0,0,1,0,19.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,32,0,1,0,0,0,0,1,0,0,0,0,0,0,1,214,1,0,0,0,22.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,32,0,1,0,0,0,0,1,0,0,0,0,0,0,1,214,1,0,0,0,22.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,37,0,1,0,0,0,0,1,0,0,0,0,0,0,1,365,1,0,0,0,37.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,37,0,1,0,0,0,0,1,0,0,0,0,0,0,1,365,1,0,0,0,37.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,37,0,1,0,0,0,0,1,0,0,0,0,0,0,1,365,1,0,0,0,37.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,38,0,1,0,0,0,0,1,0,0,0,0,0,0,1,518,1,0,0,0,18.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,41,0,1,0,0,0,0,1,0,0,0,0,0,0,1,547,1,0,0,0,19.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,41,0,1,0,0,0,0,1,0,0,0,0,0,0,1,547,1,0,0,0,23.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,41,0,1,0,0,0,0,1,0,0,0,0,0,0,1,122,0,1,0,0,48.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,41,0,1,0,0,0,0,1,0,0,0,0,0,0,1,122,0,0,1,0,33.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,42,0,1,0,0,0,0,1,0,0,0,0,0,0,1,183,0,0,1,0,39.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1,42,0,1,0,0,0,0,1,0,0,0,0,0,0,1,183,0,0,1,0,39.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0,43,0,1,0,0,0,0,1,0,0,0,0,0,0,1,243,1,0,0,0,39.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0,37,0,1,0,0,0,0,1,0,0,0,0,0,0,1,365,1,0,0,0,37.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,42,0,1,0,0,0,1,0,0,0,0,0,0,1,0,215,1,0,0,0,32.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,42,0,1,0,0,0,1,0,0,0,0,0,0,1,0,215,1,0,0,0,32.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,43,0,1,0,0,0,1,0,0,0,0,0,0,1,0,242,1,0,0,0,53.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,42,0,1,0,0,0,1,0,0,0,0,0,0,1,0,215,1,0,0,0,32.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,33,0,1,0,0,1,0,0,0,0,0,0,0,1,0,212,1,0,0,0,41.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,40,0,1,0,0,1,0,0,0,0,0,0,0,1,0,485,0,0,0,1,18.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0,40,0,1,0,0,1,0,0,0,0,0,0,0,1,0,485,0,0,1,0,18.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1,40,0,1,0,0,1,0,0,0,0,0,0,0,1,0,485,0,1,0,0,18.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1,40,0,1,0,0,1,0,0,0,0,0,0,0,1,0,485,0,0,1,0,18.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1,40,1,0,0,0,1,0,0,0,0,0,0,0,1,0,518,1,0,0,0,55.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,42,1,0,0,0,1,0,0,0,0,0,0,0,1,0,304,1,0,0,0,36.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,42,1,0,0,0,1,0,0,0,0,0,0,0,1,0,304,1,0,0,0,36.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,42,1,0,0,0,1,0,0,0,0,0,0,0,1,0,304,1,0,0,0,36.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,28,0,1,0,0,0,1,0,0,0,0,0,0,1,0,92,0,0,1,0,27.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,32,0,1,0,0,0,1,0,0,0,0,0,0,1,0,243,1,0,0,0,39.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1,38,0,1,0,0,0,1,0,0,0,0,0,0,1,0,273,1,0,0,0,42.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,38,0,1,0,0,0,1,0,0,0,0,0,0,1,0,273,1,0,0,0,42.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,38,0,1,0,0,0,1,0,0,0,0,0,0,1,0,273,1,0,0,0,42.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,40,0,1,0,0,0,1,0,0,0,1,0,0,0,0,212,1,0,0,0,33.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,43,0,1,0,0,0,1,0,0,0,0,0,0,0,1,426,1,0,0,0,46.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,38,0,1,0,0,0,1,0,0,0,0,0,0,1,0,273,1,0,0,0,42.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,23,0,1,0,0,0,0,1,0,0,0,0,0,1,0,486,1,0,0,0,46.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,29,0,1,0,0,0,0,1,0,0,0,0,0,0,1,426,1,0,0,0,27.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,30,0,1,0,0,0,0,1,0,0,0,0,0,0,1,181,1,0,0,0,37.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,35,0,1,0,0,0,1,0,0,0,0,0,0,1,0,273,1,0,0,0,28.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,35,0,1,0,0,0,1,0,0,0,0,0,0,1,0,273,0,0,1,0,28.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,35,0,1,0,0,0,1,0,0,0,0,0,0,1,0,273,1,0,0,0,28.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,35,0,1,0,0,0,1,0,0,0,0,0,0,1,0,273,0,1,0,0,28.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,35,0,1,0,0,0,1,0,0,0,0,0,0,1,0,273,1,0,0,0,28.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,35,0,1,0,0,0,1,0,0,0,0,0,0,1,0,273,0,0,0,1,28.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,39,0,1,0,0,0,1,0,0,0,0,0,0,1,0,396,1,0,0,0,63.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,24,0,1,0,0,0,1,0,0,0,0,0,0,1,0,426,1,0,0,0,26.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,25,0,1,0,0,0,1,0,0,0,0,0,0,1,0,181,0,0,1,0,23.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1,25,0,1,0,0,0,1,0,0,0,0,0,0,1,0,181,1,0,0,0,36.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,25,0,1,0,0,0,1,0,0,0,0,0,0,1,0,458,0,0,1,0,40.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
